CÓDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORÍA_PERSONAL;POSICIÓN;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TÉRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSIÓN PERCAPITA (US$);DOCENTE/INSTITUCIÓN;ASISTENCIA
6537127;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE ATENCION RECLAMOS Y SUGERENCIA;CANALES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;20/04/2020;20/04/2020;4;2;;INNOVACIÓN;VIRTUAL; 1 ;Gabriela Jahuin;ASISTIÓ
6501816;Rimac Seguros y Reasegrs;44;Masculino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR OFICINA DE PROYECTOS;PLANEAMIENTO ESTRATEGICO;ESTRATEGIA;NACIONAL;LEARNING;Otros;20/04/2020;20/04/2020;4;2;;INNOVACIÓN;VIRTUAL; 1 ;Gabriela Jahuin;ASISTIÓ
6502308;Rimac Seguros y Reasegrs;54;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE COMPRAS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;20/04/2020;20/04/2020;4;2;;INNOVACIÓN;VIRTUAL; 1 ;Gabriela Jahuin;ASISTIÓ
6537987;Rimac Seguros y Reasegrs;24;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR COMPENSACIONES Y BENEFICIOS;BUSINESS PARTNER Y COMPENSACIONES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;20/04/2020;20/04/2020;4;2;;INNOVACIÓN;VIRTUAL; 1 ;Gabriela Jahuin;ASISTIÓ
6501584;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;IMPLEMENTACION Y CONFIGURACION DE PROD.;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;2;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501628;Rimac Seguros y Reasegrs;39;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE RESOLUCION;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500197;Rimac Seguros y Reasegrs;50;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6539424;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE DATA;CANALES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6539487;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CAJERO DE FINANZAS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540549;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE DE SELECCION;GESTION DEL TALENTO;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501586;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE CENTRO ATENCION AL CLIENTE PROV;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6542245;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;CORPORATIVO Y ESTADO;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6539251;Rimac Seguros y Reasegrs;43;Masculino;CESADO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540925;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501549;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO ANALISIS DE COBERTURAS VIDA;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6541800;Rimac Seguros y Reasegrs;35;Femenino;CESADO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500528;Rimac Seguros y Reasegrs;44;Masculino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;JEFE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502355;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GERENTE DE AGENCIA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6507850;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR DE CAJA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502941;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6542208;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;INGENIERO SEGURIDAD DE LA INFORMACION;SEGURIDAD DE LA INFORMACION;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540666;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6538330;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR ESTRATEGIA COMERCIAL;DIVISION SEGUROS EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540665;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6504260;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL PROV;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6533804;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE TESORERIA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501060;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SR DE OPERACIONES;EMISION VEHICULOS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6541626;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6532389;Rimac Seguros y Reasegrs;34;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ABOGADO SR DE RECUPEROS;ASESORIA JURIDICA CONTENCIOSA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500560;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540047;Rimac Seguros y Reasegrs;40;Femenino;CESADO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6504828;Rimac S.A. EPS;41;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;MEDICO TRASLADOS Y EVACUACIONES;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6518078;Rimac S.A. EPS;34;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502623;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540506;Rimac S.A. EPS;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SERVICIO ITINERANTE SALUD;SINIESTROS SALUD PROVEEDORES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501047;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO OPERACIONES DE COBRANZAS;COBRANZAS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502224;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500978;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE DE LOGISTICA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6536367;Rimac Seguros y Reasegrs;23;Femenino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;GESTION DEL TALENTO;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6509476;Rimac S.A. EPS;40;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500176;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6504544;Rimac S.A. EPS;46;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;MEDICO SUSCRIPTOR;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6525222;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO ATENCION AL CLIENTE;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500160;Rimac Seguros y Reasegrs;45;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO ANALISIS DE COBERTURAS VEH;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540767;Rimac Seguros y Reasegrs;21;Masculino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6539799;Rimac S.A. EPS;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASESOR TECNICO EN PREVENCION DE RRLL;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501245;Rimac Seguros y Reasegrs;36;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO CONTROL DE CALIDAD;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6523552;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6529565;Rimac S.A. EPS;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE AFILIACION;CORREDORES ESTRATEGICOS EB;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6503924;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ARQUEADOR;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6509472;Rimac Seguros y Reasegrs;58;Femenino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE COMERCIAL CORPORATIVO;CORPORATIVO Y ESTADO;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500514;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GERENTE DE AGENCIA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502789;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR PLANEAMIENTO Y GEST DE RECUR;PLANEAMIENTO Y GESTION DE RECURSOS;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500131;Rimac Seguros y Reasegrs;59;Masculino;ACTIVO;Gerente Corporativo;GERENCIAL;VP;VICEPRESIDENTE RIESGOS PATRIMONIALES;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6504663;Rimac S.A. EPS;34;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR GESTION PROVEEDORES SALUD;SINIESTROS SALUD PROVEEDORES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6507100;Rimac Seguros y Reasegrs;47;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;VERIFICADOR DE DATOS;GESTION SERVICIOS OPERATIVOS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6541575;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION SR;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6541594;Rimac Seguros y Reasegrs;23;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO APOYO COMERCIAL;CORREDORES ESTRATEGICOS RRGG;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6506073;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL PROV;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500621;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE DE AGENCIA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6504654;Rimac S.A. EPS;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PREVENCION DE SALUD;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6524948;Rimac Seguros y Reasegrs;34;Masculino;CESADO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6503053;Rimac Seguros y Reasegrs;53;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO LIQUIDACION PERDIDA TOTAL VEH;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6520396;Rimac Seguros y Reasegrs;52;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TECNICO DE CALIDAD;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6501399;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ABOGADO DE RECUPEROS;ASESORIA JURIDICA CONTENCIOSA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6540168;Rimac Seguros y Reasegrs;40;Femenino;CESADO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6542255;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE COBRANZAS;COBRANZAS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6541616;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE ARQUITECTURA DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6523854;Rimac S.A. EPS;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE PRODUCTO;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6500682;Rimac Seguros y Reasegrs;51;Masculino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
6502906;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TECNICO AJUSTADOR I;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Webinar: Design Thinking;30/04/2020;30/04/2020;4;2;;INNOVACIÓN;VIRTUAL;0;Cesar Acuña;ASISTIÓ
